,NAME,DP02_0008PE-%F-led HHs No H,DP02_0010PE-% Non-Fam HHs,DP02_0022PE-%Non Rel in Hs,DP02_0038E-per1000-F-U-RecentPreg,DP02_0046PE-%GPwParent&Gc1-2yrs,DP02_0048PE--%GPwParent&Gc>5yrs,DP02_0060PE-%NoSchDiploma,DP02_0063PE-%AssDeg,DP02_0079PE-% SameHouse_1YrAgo,DP02_0085PE-%LivAbroad1YrAgo,DP02_0088PE-%BornUS,DP02_0112PE-HomeLangNotEng,DP02_0134PE-%IrishAnc,DP03_0009PE-%Unemploy,"DP03_0027PE-%WorkingMgt,Bus,Sc,Arts",DP03_0028PE%WorkingService,DP03_0037PE-Retail,DP03_0040PE-%Fin&Ins,"DP03_0041PE-%ProfSc,Mgt,Admin",DP03_0050PE-%UnpaidFamilyWk,DP03_0052PE-Inc<10k,DP03_0054PE-Inc15-24k,DP03_0058PE-Inc75-99k,DP03_0061PE-Inc200k>,DP03_0066PE-%HHsWithSocSec,DP03_0072PE-%HH Inc with Cash public Ass,DP03_0074PE-%HH Inc with Food Stamps SNAP,DP03_0085PE-%Families Inc>200k,DP03_0097PE-%PHI-Priv,DP03_0098PE-%PHI-Pub,DP03_0099PE-No PHI,DP03_0119PE-% Fam <Pov,DP03_0121PE-%Fam with child U18&U5 <pov,DP03_0126PE-%F-Led Families with u18 <pov,DP04_0002PE-%Occ H U,DP04_0004E-%Ow Vac Rate,DP04_0005E-%Rn Vac Rate,DP04_0013PE-%20+HU,DP04_0017PE-%Built2014+,DP04_0029PE-%2rooms_only_HU,DP04_0039PE-Zero bedrooms,DP04_0046PE-%Owner Occup HU,DP04_0049E-Renter Ave Household size,DP04_0051PE-%moved since 2017+,DP04_0054PE-%moved 2000 to 2009,DP04_0082PE-%Value 50-99k,DP04_0083PE-%Value 100-149k,DP04_0084PE-%Value 150-199k,DP04_0087PE-%Value 500k-1m,DP05_0005PE-%under 5 yrs,DP05_0023PE-%62 yrs+,DP05_0058PE-% w & B or AM,DP05_0061PE-%White & Asian,DP05_0064PE-%White with others,crime,%DP03_0092E-Median Earning Workers,%DP03_0093E-Median Earnings Male FT Workers,%DP03_0094E-Median Earnings Female FT Workers,%DP04_0101E-Med Onwer Monthly Mortgage,%DP04_0134E-Median Gross Rent,%DP05_0070PE-%H&L race,%DP04_0045PE-%Occup HU,%DP02_0015E-Avg HH Size,%DP02_0016E-Avg Fam Size,COUNTYFP,TRACTCE,STATEFP,index,AFFGEOID,GEOID
984,"Census Tract 788, Kings County, New York",23.0,36.9,7.8,0.0,0.0,11.1,8.0,7.6,88.0,1.6,48.2,36.2,0.0,7.6,21.9,42.9,5.2,4.0,9.6,0.0,9.8,15.8,9.3,0.8,21.5,4.0,28.5,0.0,47.6,47.6,16.6,9.4,23.3,2.7,91.3,0.0,1.9,48.7,0.0,5.1,10.8,18.3,3.12,7.1,25.8,0.0,0.0,0.0,56.2,6.5,11.7,1.2,0.0,5.1,low,75.09341862629844,74.23158371112895,63.32435984292926,116.52032619443655,85.24090230436296,92.2235034780392,100.0,95.67374393616107,96.43201655438507,047,078800,36,945,1400000US36047078800,36047078800
985,"Census Tract 352, Kings County, New York",2.4,78.9,4.5,0.0,,,12.5,7.5,88.9,0.0,40.1,61.9,0.0,0.0,29.3,27.2,0.0,3.3,0.0,5.4,19.5,13.9,5.2,0.0,37.4,6.0,84.7,0.0,16.1,16.1,0.0,70.5,,100.0,96.9,,3.1,76.8,1.2,24.8,20.1,0.0,,0.0,34.8,,,,,0.8,77.3,0.0,0.0,66.9,low,116.47173317234993,,185.3247808732317,,22.493174542100608,32.125385514238786,100.0,48.01603628256773,67.00714141241258,047,035200,36,4833,1400000US36047035200,36047035200
986,"Census Tract 365.01, Kings County, New York",28.1,39.2,1.8,0.0,12.7,27.3,14.5,10.2,96.2,0.0,71.8,25.3,0.3,5.4,21.6,39.8,1.7,3.0,9.4,0.0,13.7,15.4,9.2,1.7,23.3,5.3,19.7,2.8,47.6,47.6,2.9,16.5,20.6,3.1,91.3,0.0,5.3,56.2,0.0,2.2,5.5,7.9,2.27,1.8,31.6,0.0,0.0,0.0,70.7,8.8,15.9,0.0,0.0,0.9,low,92.668688373538,85.07858792284294,67.73974588919198,95.0367820652019,75.91446407958955,93.83842411430254,100.0,92.80711490436596,103.13273069562632,047,036501,36,97,1400000US36047036501,36047036501
987,"Census Tract 392, Kings County, New York",9.6,29.2,3.7,81.0,0.0,0.0,12.8,3.4,76.7,1.3,52.1,54.1,2.3,4.3,30.7,24.0,11.6,11.1,6.2,1.1,4.5,8.4,6.2,8.8,21.2,2.0,20.6,12.4,60.0,60.0,8.8,21.3,36.7,76.5,92.6,0.0,3.5,28.5,0.0,3.0,1.5,38.3,2.85,3.3,18.6,2.4,0.0,4.3,40.7,14.6,17.3,0.0,0.0,85.3,low,90.34932694106807,99.36210548091073,86.74700737238243,99.3265157143835,101.49359244606372,87.26339009523033,100.0,99.97368748385371,98.76269973394724,047,039200,36,621,1400000US36047039200,36047039200
988,"Census Tract 367, Kings County, New York",24.2,34.8,3.9,0.0,0.0,0.0,13.2,10.8,94.4,0.0,57.1,42.5,0.0,3.7,25.5,28.6,10.5,7.1,17.7,0.0,8.2,15.0,9.2,1.0,18.0,3.6,24.0,1.5,57.4,57.4,17.6,17.5,16.7,15.0,90.3,0.0,4.8,4.2,0.0,0.0,3.8,25.2,3.43,2.4,34.8,7.1,8.7,0.0,45.2,2.8,10.9,0.5,0.0,12.5,high,82.00365507656714,65.69006554641594,84.10733113372403,84.2950100005846,87.36678160559809,38.44087871676869,100.0,95.67374393616107,99.05403513139251,047,036700,36,4487,1400000US36047036700,36047036700
989,"Census Tract 370, Kings County, New York",11.1,21.8,2.7,15.0,0.0,15.8,7.0,7.0,89.9,0.0,40.4,62.3,3.3,4.0,44.1,9.7,11.7,11.7,10.2,0.0,7.1,5.6,13.0,10.2,33.5,3.7,11.9,13.0,66.6,66.6,5.3,12.5,20.0,16.4,88.9,2.7,0.0,26.7,0.0,0.0,0.0,70.8,2.79,2.9,34.1,1.3,3.5,1.8,53.5,6.2,26.2,0.0,0.0,64.6,low,100.76756607910076,93.93860337505377,127.15634973175436,83.03947820082412,89.69839116179143,124.637267677325,100.0,103.1986451446232,96.43201655438507,047,037000,36,1725,1400000US36047037000,36047037000
990,"Census Tract 387, Kings County, New York",26.8,40.4,15.3,33.0,0.0,0.0,13.3,5.4,85.9,2.6,77.7,21.1,3.1,11.0,38.0,15.5,10.5,4.4,15.1,0.0,11.4,7.7,9.7,6.3,20.1,4.0,26.7,5.6,49.8,49.8,11.2,17.7,13.9,38.3,83.8,9.0,7.5,21.2,5.1,6.8,4.4,27.3,3.4,6.9,31.1,3.0,0.0,0.0,22.4,10.2,12.2,1.9,0.0,25.2,high,107.02807913134858,83.13864989899284,124.81129799032179,111.70745429535476,91.41280995311008,115.09193320226844,100.0,93.88210079128916,88.56596082336272,047,038700,36,3325,1400000US36047038700,36047038700
991,"Census Tract 96, Kings County, New York",12.6,26.1,11.0,31.0,0.0,9.6,17.1,2.1,88.6,1.1,44.5,78.0,2.8,5.6,21.0,37.6,10.7,2.8,8.8,0.0,3.8,17.4,7.3,2.4,23.1,3.6,26.5,2.0,25.8,25.8,19.4,28.6,36.1,44.9,95.7,0.0,3.1,13.0,0.0,2.9,3.4,23.0,2.53,0.4,30.6,0.0,0.0,0.0,52.9,9.7,13.9,0.0,1.9,43.5,low,52.37072784977706,58.04251135911143,84.60500764930819,93.18836024888789,100.39636441961977,179.31386636224133,100.0,120.04009070641932,107.50276165730541,047,009600,36,3392,1400000US36047009600,36047009600
992,"Census Tract 102, Kings County, New York",11.9,16.9,12.6,21.0,27.8,9.0,29.7,4.8,94.1,1.3,36.4,89.8,2.9,2.7,15.4,42.9,8.8,5.2,5.9,0.0,4.3,8.6,9.6,5.2,24.2,6.3,28.8,4.8,25.1,25.1,15.7,20.7,55.3,61.4,88.4,0.0,2.0,2.8,1.4,3.9,8.5,26.5,3.7,5.9,27.9,1.5,0.0,3.5,32.1,9.7,11.6,0.6,0.0,17.2,low,54.969621441860625,72.47984862989121,65.02243211410243,123.14674402650569,88.53258638369475,148.28431985118127,100.0,141.5398084448825,115.07748199088249,047,010200,36,282,1400000US36047010200,36047010200
993,"Census Tract 110, Kings County, New York",10.2,21.6,6.8,76.0,53.9,1.3,17.4,2.6,97.5,0.7,57.9,75.7,2.4,6.1,26.0,19.5,10.0,6.6,2.2,0.0,1.5,16.3,10.1,5.3,19.8,4.1,36.6,4.4,35.4,35.4,10.8,21.3,19.4,21.9,88.9,0.0,14.1,0.0,1.0,3.2,5.9,37.5,4.11,0.0,27.9,0.0,2.2,6.6,67.8,11.4,10.1,2.0,0.0,51.2,low,67.11541969246049,66.35420477659595,79.16838939306678,104.94153292997892,107.45976983985256,70.50858849399808,100.0,144.04810884770316,131.3922642478177,047,011000,36,3216,1400000US36047011000,36047011000
994,"Census Tract 134, Kings County, New York",9.4,34.8,7.5,0.0,0.0,0.0,6.7,6.9,92.5,0.2,67.3,43.4,13.1,9.1,56.0,14.6,5.0,11.3,17.8,0.0,3.8,9.2,10.9,11.1,26.6,7.0,6.9,11.9,71.9,71.9,5.8,2.5,0.0,0.0,96.3,0.0,3.4,16.1,0.0,4.5,0.8,49.2,2.8,2.5,32.1,0.7,0.0,6.7,54.5,7.8,18.9,3.8,0.8,76.5,low,128.56464696032018,107.23405548440685,149.47415539661068,107.31309299619312,109.03703512786574,114.65936517469788,100.0,94.9570866782123,94.1013333748229,047,013400,36,1354,1400000US36047013400,36047013400
995,"Census Tract 136, Kings County, New York",15.2,30.9,8.8,0.0,0.0,37.5,6.3,7.5,92.1,2.4,68.2,45.7,16.8,7.3,56.4,13.9,6.5,11.2,10.7,1.0,3.7,10.0,7.0,11.9,25.6,8.0,9.8,17.2,72.1,72.1,5.0,8.3,0.0,0.0,88.1,1.1,10.0,22.0,0.0,1.6,3.2,45.8,3.1,4.4,27.1,0.0,0.0,1.1,58.9,7.8,15.6,1.3,1.2,78.7,low,122.95385730609324,113.30902931469113,136.5504916399211,76.55256390206172,113.6316774885997,112.12163274628406,100.0,102.4819878866744,97.01468734927563,047,013600,36,3284,1400000US36047013600,36047013600
996,"Census Tract 149, Kings County, New York",7.4,39.1,9.8,0.0,0.0,0.0,4.0,2.3,88.6,0.7,79.2,22.9,7.0,5.0,68.3,10.9,5.5,6.2,26.2,0.0,1.3,4.1,13.9,20.4,13.1,1.2,2.8,26.9,88.7,88.7,3.4,1.2,0.0,0.0,90.1,0.0,6.0,6.9,0.0,12.8,4.5,46.9,3.1,5.6,17.0,0.0,1.3,0.0,26.9,6.4,8.8,0.4,4.0,88.1,low,158.92788343294768,186.26662387582897,144.40382705583926,135.56255849080358,158.34371956618998,169.79736975568943,100.0,93.16544353334038,93.22732718248709,047,014900,36,2035,1400000US36047014900,36047014900
997,"Census Tract 150, Kings County, New York",14.4,31.8,0.8,4.0,10.3,25.6,4.0,3.6,92.5,1.5,66.4,42.1,7.0,1.8,50.6,12.1,4.9,17.6,5.2,0.0,2.1,9.0,9.8,14.8,51.2,0.0,9.3,21.6,81.9,81.9,2.8,9.2,0.0,52.4,91.5,0.0,0.0,0.0,0.0,2.2,2.2,63.1,2.89,3.4,17.3,0.0,0.0,1.5,60.1,4.3,32.4,0.0,0.3,77.3,low,143.32193034172494,117.4929255004573,127.90286450513064,110.24266719563421,99.2305596415231,45.188939946869105,100.0,89.5821572435965,92.35332099015127,047,015000,36,3862,1400000US36047015000,36047015000
998,"Census Tract 153, Kings County, New York",5.5,42.7,8.3,0.0,0.0,0.0,2.1,4.1,86.9,1.7,76.3,21.6,13.2,6.6,82.2,4.1,5.8,14.5,24.2,0.0,2.3,2.2,15.3,26.5,23.7,0.0,3.0,39.2,86.5,86.5,5.1,1.2,0.0,0.0,91.0,0.0,3.8,5.1,0.0,8.0,4.5,43.1,2.58,3.8,19.7,0.0,0.0,4.1,24.7,4.8,17.3,0.7,2.8,84.8,low,172.3051341704941,181.16342870114872,178.4528635460455,124.71615877620627,137.90784757367172,77.2278118555938,100.0,81.34059877718562,84.19592986168365,047,015300,36,3863,1400000US36047015300,36047015300
999,"Census Tract 163, Kings County, New York",5.5,54.3,18.9,0.0,0.0,0.0,5.9,3.5,82.8,0.0,79.7,25.4,8.6,4.6,77.2,6.2,4.2,7.4,22.8,0.0,7.1,6.5,14.4,27.7,16.1,1.1,6.8,38.1,81.4,81.4,5.8,11.1,9.4,17.1,90.8,0.0,2.5,23.9,5.1,4.7,8.2,34.4,2.54,8.8,23.6,0.0,0.0,0.0,48.5,6.1,15.5,1.3,2.0,76.1,low,169.85985735081087,197.64747297283748,148.88888781428372,126.49482882586693,125.01541826295549,92.10815200402037,100.0,78.47396974539053,78.3692219127782,047,016300,36,285,1400000US36047016300,36047016300
1000,"Census Tract 184, Kings County, New York",9.8,14.3,1.2,0.0,12.8,0.0,14.0,6.9,84.9,0.0,56.1,61.7,4.1,7.4,38.3,14.8,11.4,8.4,12.9,0.0,1.2,11.5,11.7,13.7,32.4,2.4,14.5,16.0,65.0,65.0,3.8,11.1,36.5,16.7,97.1,1.0,6.5,0.0,0.6,1.2,0.0,66.5,3.27,0.6,24.7,1.7,0.0,0.0,76.4,7.8,18.7,0.0,1.1,47.7,low,103.33623997825312,105.70671621936071,107.55386713592527,87.74772244992587,104.51096951878452,79.85205788952175,100.0,115.38181852975231,103.13273069562632,047,018400,36,287,1400000US36047018400,36047018400
1001,"Census Tract 187, Kings County, New York",2.1,57.1,13.2,0.0,0.0,0.0,4.3,4.6,72.1,1.6,73.6,34.8,6.2,8.1,51.9,21.8,7.6,13.3,19.0,0.0,15.7,8.0,9.4,12.1,25.1,3.5,20.5,23.2,68.0,68.0,12.8,7.7,24.5,0.0,90.8,0.0,0.0,34.2,3.7,9.2,12.5,19.9,2.52,13.7,12.5,0.0,0.0,0.0,13.6,9.1,11.2,4.6,1.3,55.9,low,112.15535369867624,115.44802814322729,130.6400853408435,86.45731476683872,121.38085042536,46.803860583132455,100.0,83.13224192205755,98.18002893905673,047,018700,36,1877,1400000US36047018700,36047018700
1002,"Census Tract 190, Kings County, New York",14.1,23.2,7.3,0.0,15.2,0.0,9.6,7.6,90.5,1.7,44.4,76.4,0.3,11.2,33.1,28.7,11.7,5.4,9.0,0.0,6.8,9.9,12.0,3.1,23.7,3.5,19.5,3.2,43.9,43.9,11.7,16.0,39.0,30.3,90.4,0.0,6.4,5.2,0.6,7.5,0.4,35.3,3.17,2.9,23.3,0.0,1.9,0.0,54.3,7.4,13.9,0.0,0.0,42.8,low,65.65480120078561,73.26523398656187,69.95142032444801,88.65449541641955,97.51614085020444,133.66352051929695,100.0,110.00688909513651,99.34537052883779,047,019000,36,1012,1400000US36047019000,36047019000
1003,"Census Tract 195, Kings County, New York",10.6,62.6,14.3,20.0,0.0,0.0,0.1,4.2,84.8,2.2,79.5,19.1,9.8,2.6,62.4,12.8,3.6,10.0,17.5,0.0,7.7,4.3,13.9,8.6,21.0,0.0,3.6,18.9,83.7,83.7,6.9,0.0,0.0,0.0,95.6,0.0,3.7,67.0,0.0,9.0,6.2,47.4,1.95,6.1,17.7,0.0,0.0,1.4,39.3,4.6,16.3,0.0,1.5,57.2,low,127.13424816157652,105.62890154116523,144.077351261616,65.70616418746437,118.36347335263916,109.20900802730907,100.0,73.45736893974913,87.98329002847217,047,019500,36,4478,1400000US36047019500,36047019500
1004,"Census Tract 199, Kings County, New York",12.1,56.7,14.8,0.0,0.0,0.0,2.3,5.0,85.2,1.9,80.7,19.8,10.8,5.5,68.4,9.2,10.1,6.2,28.6,0.0,5.9,3.2,13.6,15.8,12.9,2.5,11.4,28.9,82.1,82.1,4.9,5.3,0.0,0.0,95.9,0.0,1.7,41.1,0.8,11.8,9.9,21.9,3.28,9.0,21.3,0.0,0.0,0.0,34.8,9.0,8.4,2.3,0.7,61.3,low,150.52680879807292,109.93585349710104,146.07402944213968,139.5384091900451,124.39822749808079,101.04789124047821,100.0,77.39898385846739,85.65260684891,047,019900,36,613,1400000US36047019900,36047019900
1005,"Census Tract 9, Kings County, New York",1.7,65.0,14.0,0.0,,,0.5,1.4,75.6,1.6,80.6,18.3,13.0,3.1,84.1,5.2,5.0,12.3,36.8,0.0,2.6,0.8,10.9,39.7,9.3,0.0,1.5,72.7,92.9,92.9,1.2,2.4,0.0,,89.5,0.0,0.0,72.4,2.2,22.2,18.4,37.4,1.87,9.1,22.3,0.0,0.0,0.0,27.0,6.6,9.4,0.2,4.9,79.5,low,242.5004442341932,279.83786958405295,191.46411836947797,130.2614242251483,209.63912980244373,129.39551598060095,100.0,68.79909676308212,83.6132590667931,047,000900,36,1201,1400000US36047000900,36047000900
1006,"Census Tract 22, Kings County, New York",15.2,33.2,11.3,26.0,20.0,10.0,12.9,5.0,86.9,4.0,40.4,79.0,2.4,9.5,24.4,30.5,6.3,4.2,5.9,0.0,10.0,15.0,8.6,6.3,31.8,4.3,31.7,5.5,32.5,32.5,19.4,20.2,0.0,45.6,96.4,3.3,2.4,38.8,0.0,8.2,6.5,29.0,2.54,0.8,37.4,3.9,4.8,2.2,19.0,4.0,21.0,1.2,1.7,51.4,low,67.47805600763495,56.938628714942986,105.6726499070171,103.79062878019847,89.14977714856947,138.76782324462934,100.0,104.27363103154634,97.88869354161145,047,002200,36,558,1400000US36047002200,36047002200
1007,"Census Tract 37, Kings County, New York",5.5,63.8,15.2,0.0,,,0.0,1.1,60.0,2.6,72.7,27.3,12.2,0.8,72.4,9.8,5.2,13.0,35.1,0.0,5.7,3.1,9.5,33.8,4.5,0.0,2.7,49.2,89.9,89.9,4.0,0.0,0.0,0.0,90.6,0.0,9.0,86.9,18.4,28.2,22.2,24.2,1.7,26.2,3.8,0.0,0.0,0.0,78.9,8.3,2.6,1.6,0.5,73.0,high,230.94896661124042,238.9797346003896,182.2053444735501,97.75710096468292,196.54097023676928,48.47645695640522,100.0,67.36578224718457,77.49521572044239,047,003700,36,743,1400000US36047003700,36047003700
1008,"Census Tract 46, Kings County, New York",5.3,32.6,1.6,0.0,,,4.2,3.5,95.3,0.6,77.8,27.5,15.7,4.8,65.8,12.0,6.8,13.2,8.5,0.0,1.4,3.9,14.7,31.8,37.7,1.8,3.9,45.3,84.6,84.6,0.9,4.5,47.1,80.0,89.8,0.0,17.0,4.2,0.0,1.5,0.0,81.1,2.82,1.2,24.0,1.5,0.0,0.0,29.4,5.4,22.4,0.0,0.0,86.8,low,209.64911971022983,278.95295382503923,171.20072136095303,139.5384091900451,85.03517204940472,37.66225626714171,100.0,95.3154153071867,99.05403513139251,047,004600,36,3641,1400000US36047004600,36047004600
1009,"Census Tract 47, Kings County, New York",9.8,39.6,5.7,20.0,0.0,0.0,3.9,3.4,82.8,0.3,77.0,22.9,13.6,9.6,75.5,5.2,4.8,14.5,24.5,0.0,3.5,2.3,14.4,28.7,15.3,0.9,9.0,43.5,88.0,88.0,0.9,5.8,0.0,10.2,88.5,0.0,1.9,51.5,0.0,12.5,13.8,32.5,3.07,1.9,20.7,0.0,0.0,0.0,28.6,13.4,8.0,2.3,2.7,70.9,low,203.9124146687896,205.4361793671013,164.23325014277472,139.5384091900451,117.26624532619525,54.878463764449215,100.0,87.7905140987246,92.35332099015127,047,004700,36,1541,1400000US36047004700,36047004700
1010,"Census Tract 66, Kings County, New York",11.0,38.0,1.6,0.0,31.5,0.0,3.9,6.4,89.9,2.8,61.5,47.0,7.9,7.8,44.9,16.4,10.4,12.6,14.0,0.0,11.3,5.8,11.2,8.5,21.0,7.4,15.1,12.8,55.8,55.8,11.1,12.4,33.7,44.3,89.4,5.9,3.2,45.8,0.7,4.8,9.3,18.1,2.51,9.6,16.2,0.0,0.0,6.1,40.4,9.5,18.7,0.0,1.0,80.8,low,116.88473564240972,114.10889182079347,124.70778127508028,115.5438014612895,104.03093225721528,105.11403069964129,100.0,84.20722780898072,90.8966440029249,047,006600,36,1010,1400000US36047006600,36047006600
1011,"Census Tract 74, Kings County, New York",20.2,18.5,9.7,0.0,7.8,24.3,19.5,1.8,90.6,2.3,43.4,90.4,0.7,8.1,24.7,32.2,9.3,2.6,9.3,0.0,10.2,23.6,8.7,7.1,22.4,2.5,38.5,4.4,22.9,22.9,23.9,40.3,71.8,51.2,89.1,0.0,5.4,8.4,0.0,2.9,5.2,22.6,3.4,4.8,35.7,5.8,0.0,0.0,23.0,7.7,12.8,0.0,0.0,26.3,high,58.16787227707975,49.57337894155698,64.03504190718346,91.06093136596044,106.77400232332512,152.26394570483018,100.0,130.7899495756509,110.99878642664865,047,007400,36,3389,1400000US36047007400,36047007400
1012,"Census Tract 78, Kings County, New York",16.5,28.4,10.4,56.0,0.0,20.4,25.4,5.8,95.7,0.0,49.3,80.9,1.5,5.2,22.3,31.5,15.1,6.7,16.7,0.3,8.1,12.5,11.6,6.7,27.2,0.7,35.2,6.0,31.1,31.1,19.3,15.1,19.3,43.4,95.5,0.0,2.4,6.2,0.0,1.4,5.6,22.6,3.87,3.0,26.1,0.0,0.0,8.0,39.6,8.8,11.0,0.0,0.0,43.4,high,62.043547895506705,53.58897826517947,62.92024651227492,95.90867914836888,99.4362898964813,151.1104309646421,100.0,126.13167739898388,116.82549437555413,047,007800,36,1197,1400000US36047007800,36047007800
1013,"Census Tract 112, Kings County, New York",13.9,31.5,6.0,51.0,4.0,11.9,14.1,3.3,90.5,1.4,52.2,84.9,0.0,6.2,22.4,35.9,12.0,5.1,6.8,0.0,8.1,17.2,5.3,1.5,25.1,5.8,54.0,0.0,28.5,28.5,7.7,36.5,0.0,70.5,92.3,0.0,1.1,48.0,0.0,6.6,3.9,13.2,4.11,2.0,30.4,0.0,0.0,0.0,37.3,8.2,15.4,0.0,0.0,62.4,low,53.62232679867777,56.6780400251721,65.25136331127115,84.81814825048478,85.85809306923767,180.7269219189717,100.0,118.24844756154738,118.57350676022577,047,011200,36,3873,1400000US36047011200,36047011200
1014,"Census Tract 120, Kings County, New York",14.0,18.4,3.9,0.0,0.0,73.8,27.6,5.4,92.8,0.5,34.9,92.9,0.0,7.9,20.7,37.1,8.4,6.6,5.7,0.0,5.9,19.0,7.2,7.2,21.8,1.9,27.1,8.8,29.4,29.4,13.6,19.5,0.0,100.0,89.2,0.0,9.5,9.4,0.0,4.2,3.3,26.2,3.7,3.7,14.0,4.8,6.0,0.0,59.5,4.0,12.6,0.0,0.0,9.3,low,54.00762788355063,56.70156539299863,51.125313092930185,107.5223482961532,94.2930335225254,31.92352043470588,100.0,123.6233769961632,111.87279261898449,047,012000,36,1088,1400000US36047012000,36047012000
1015,"Census Tract 21, Kings County, New York",3.4,39.3,9.9,0.0,,,0.8,1.9,76.8,2.4,76.5,24.1,9.9,4.8,79.3,3.0,5.9,20.7,29.0,0.4,1.4,0.0,7.9,53.2,2.3,0.0,0.0,60.3,91.7,91.7,3.1,1.0,0.0,11.1,89.3,1.2,5.7,84.4,5.1,16.8,6.3,41.7,2.66,4.0,21.8,0.0,0.9,1.6,15.4,11.2,2.9,0.6,5.2,83.9,high,278.7086729812645,259.6042436095494,209.4939431760611,139.5384091900451,235.8354489337926,148.3131577196859,100.0,84.56555643795511,83.32192366934783,047,002100,36,1538,1400000US36047002100,36047002100
1016,"Census Tract 30, Kings County, New York",17.1,35.2,1.1,0.0,0.0,0.0,4.4,6.3,97.7,0.0,63.9,42.2,5.2,2.5,57.6,12.4,8.0,6.4,14.0,0.0,6.2,10.0,13.8,15.1,22.1,0.8,7.6,23.3,76.0,76.0,3.4,11.5,0.0,31.3,90.1,4.3,5.4,43.1,0.0,7.2,9.4,53.2,2.81,0.8,23.7,0.0,1.2,8.1,50.4,5.3,15.0,2.9,1.6,69.9,low,139.45129133878652,145.70346081183686,125.32490015440465,86.21318358355197,106.15681155845041,47.149915005188895,100.0,93.16544353334038,99.63670592628306,047,003000,36,1196,1400000US36047003000,36047003000
1017,"Census Tract 33, Kings County, New York",7.9,64.0,16.2,19.0,0.0,0.0,3.3,2.4,74.9,0.9,75.4,21.2,9.9,2.9,77.6,7.1,6.3,17.1,26.4,0.0,6.5,0.7,7.6,25.9,7.9,2.3,10.1,30.3,84.9,84.9,1.3,3.1,11.7,38.2,88.5,0.0,3.8,57.7,14.0,21.2,15.3,22.0,2.41,17.0,13.7,0.0,0.0,2.9,41.5,4.9,8.2,1.9,5.8,63.6,low,194.80369555777574,187.87177781907062,169.00298186813336,121.29832221019163,187.0773785086904,106.84430280992343,100.0,69.51575402103089,79.82589890000456,047,003300,36,3626,1400000US36047003300,36047003300
1018,"Census Tract 870, Kings County, New York",19.6,38.0,4.7,16.0,0.0,0.0,3.2,6.0,94.8,0.6,45.3,21.0,0.0,8.3,33.8,35.4,7.4,5.8,11.3,0.0,15.3,17.2,8.5,3.6,32.3,6.4,21.5,4.3,54.1,54.1,7.6,26.5,0.0,57.9,88.9,0.0,1.9,10.9,0.0,0.8,1.1,34.0,3.43,0.2,24.3,0.0,0.0,0.0,37.4,7.1,19.0,0.0,0.0,5.9,low,88.7804212163897,95.5365187435795,92.42649176822893,86.8409494834322,88.87547014195846,92.42536855757211,100.0,98.18204433898178,105.17207847774323,047,087000,36,2994,1400000US36047087000,36047087000
1019,"Census Tract 804, Kings County, New York",24.0,43.3,6.8,43.0,33.6,19.8,10.9,6.1,91.3,1.5,53.3,18.2,1.0,6.6,39.6,26.9,10.6,11.0,5.1,0.0,8.8,3.4,11.0,7.5,27.2,10.1,21.8,12.3,57.0,57.0,13.2,18.1,14.3,21.4,90.9,0.0,1.8,32.1,1.9,8.4,3.9,30.6,3.38,3.5,22.3,0.0,0.0,0.0,58.8,4.8,17.7,0.5,0.3,14.6,low,94.10412378777019,86.41048567056092,100.38135319332622,85.75979710030514,95.9388755621913,94.67472230093892,100.0,89.5821572435965,97.59735814416617,047,080400,36,4028,1400000US36047080400,36047080400
1020,"Census Tract 826, Kings County, New York",32.4,31.7,4.4,52.0,0.0,0.0,7.7,4.4,98.6,0.8,49.8,37.3,0.8,9.1,29.2,34.1,10.4,4.9,11.7,0.0,8.8,9.7,10.9,4.6,36.2,3.2,23.6,6.1,46.7,46.7,8.6,5.9,0.0,19.5,89.7,2.4,3.7,38.7,0.0,2.9,5.1,29.8,3.34,1.4,19.0,0.0,0.0,0.0,38.0,6.1,21.0,0.0,1.0,10.5,high,82.30333369813492,76.75422699960565,64.03902331930811,92.630346115661,84.21225102957176,153.15791962847598,100.0,97.465387081033,97.30602274672087,047,082600,36,4399,1400000US36047082600,36047082600
1021,"Census Tract 856, Kings County, New York",37.1,38.3,7.9,7.0,0.0,0.0,8.2,6.3,95.8,0.3,38.7,19.5,0.7,6.1,22.6,39.8,10.2,5.6,15.2,0.0,10.3,11.3,13.5,1.0,30.6,1.6,16.3,1.0,50.2,50.2,15.8,16.5,0.0,38.7,88.9,3.4,1.5,40.2,0.0,0.6,1.0,21.3,2.4,4.2,16.6,1.9,0.0,4.5,27.4,2.3,20.7,0.0,0.2,4.1,low,75.96727141355908,77.30616832168987,81.32830547070205,78.22660630174235,86.9553210956816,96.2608050686976,100.0,82.41558466410878,81.86524668212147,047,085600,36,2992,1400000US36047085600,36047085600
