,NAME,DP05_0001E-T Popo,DP02_0001E-T HHs,DP02_0002E-T Fam HHs,DP02_0008PE-%F-led HHs No H,DP02_0010PE-% Non-Fam HHs,DP02_0015E-Avg HH Size,DP02_0016E-Avg Fam Size,DP02_0022PE-%Non Rel in Hs,DP02_0038E-per1000-F-U-RecentPreg,DP02_0046PE-%GPwParent&Gc1-2yrs,DP02_0048PE--%GPwParent&Gc>5yrs,DP02_0060PE-%NoSchDiploma,DP02_0063PE-%AssDeg,DP02_0079PE-% SameHouse_1YrAgo,DP02_0085PE-%LivAbroad1YrAgo,DP02_0088PE-%BornUS,DP02_0112PE-HomeLangNotEng,DP02_0134PE-%IrishAnc,DP03_0009PE-%Unemploy,"DP03_0027PE-%WorkingMgt,Bus,Sc,Arts",DP03_0028PE%WorkingService,DP03_0037PE-Retail,DP03_0040PE-%Fin&Ins,"DP03_0041PE-%ProfSc,Mgt,Admin",DP03_0050PE-%UnpaidFamilyWk,DP03_0052PE-Inc<10k,DP03_0054PE-Inc15-24k,DP03_0058PE-Inc75-99k,DP03_0061PE-Inc200k>,DP03_0065E-HH-MeanEarnings,DP03_0066PE-%HHsWithSocSec,DP03_0072PE-%HH Inc with Cash public Ass,DP03_0074PE-%HH Inc with Food Stamps SNAP,DP03_0085PE-%Families Inc>200k,DP03_0092E-Median Earning Workers,DP03_0093E-Median Earnings Male FT Workers,DP03_0094E-Median Earnings Female FT Workers,DP03_0097PE-%PHI-Priv,DP03_0098PE-%PHI-Pub,DP03_0099PE-No PHI,DP03_0119PE-% Fam <Pov,DP03_0121PE-%Fam with child U18&U5 <pov,DP03_0126PE-%F-Led Families with u18 <pov,DP04_0001E-T H U,DP04_0002PE-%Occ H U,DP04_0004E-%Ow Vac Rate,DP04_0005E-%Rn Vac Rate,DP04_0006E-T HU,State,County,Tract,DP04_0013PE-%20+HU,DP04_0017PE-%Built2014+,DP04_0029PE-%2rooms_only_HU,DP04_0039PE-Zero bedrooms,DP04_0045PE-%Occup HU,DP04_0046PE-%Owner Occup HU,DP04_0048E-Owner Ave Household size,DP04_0049E-Renter Ave Household size,DP04_0051PE-%moved since 2017+,DP04_0054PE-%moved 2000 to 2009,DP04_0082PE-%Value 50-99k,DP04_0083PE-%Value 100-149k,DP04_0084PE-%Value 150-199k,DP04_0087PE-%Value 500k-1m,DP04_0101E-Med Onwer Monthly Mortgage,DP04_0134E-Median Gross Rent,DP05_0005PE-%under 5 yrs,DP05_0023PE-%62 yrs+,DP05_0058PE-% w & B or AM,DP05_0061PE-%White & Asian,DP05_0064PE-%White with others,DP05_0070PE-%H&L race,AreaLand,crimeStats,crime,Popo_Density_Per_Hector
13,"Census Tract 2400.10, Los Angeles County, California",3697.00,979.00,771.00,37.90,21.20,3.78,4.21,6.50,10.00,0.00,20.90,23.10,4.40,90.90,1.00,65.70,70.40,0.20,17.90,9.70,27.80,9.80,3.00,13.40,1.00,13.30,10.10,5.50,0.00,44638.00,18.10,10.70,24.90,0.00,23400.00,24654.00,31979.00,23.80,23.80,18.50,33.20,63.50,49.40,1053.00,93.00,0.00,1.40,1053.00,06,037,240010,3.50,1.60,6.00,7.60,979.00,19.50,788.00,4.50,2.80,18.50,0.00,0.00,2.10,0.00,1480.00,1042.00,7.20,7.40,0.00,0.30,27.00,3697.00,58,3311,high,0.02
14,"Census Tract 2406, Los Angeles County, California",6325.00,1284.00,1127.00,44.60,12.20,4.93,5.11,6.40,61.00,14.40,1.20,21.50,6.20,90.10,0.00,65.20,73.60,0.10,17.00,11.80,32.80,11.20,3.40,11.20,0.00,12.10,11.80,7.60,0.00,51291.00,19.90,10.00,35.70,0.00,21321.00,28057.00,22313.00,29.40,29.40,17.30,30.70,28.60,41.90,1372.00,93.60,2.90,0.00,1372.00,06,037,240600,0.00,0.00,0.50,1.40,1284.00,30.80,888.00,5.32,4.80,10.90,0.00,10.90,10.10,6.80,1658.00,1423.00,13.30,8.60,0.00,0.00,34.10,6325.00,67,4263,high,0.01
15,"Census Tract 2407, Los Angeles County, California",6367.00,1637.00,1297.00,32.40,20.80,3.89,4.49,3.20,49.00,0.00,2.70,13.70,2.70,94.90,0.00,71.30,66.60,0.00,6.30,8.90,32.50,12.60,3.20,9.50,0.00,8.60,8.90,13.30,0.50,56378.00,24.40,4.90,20.80,0.00,26649.00,32627.00,33429.00,32.20,32.20,14.50,14.20,24.80,17.20,1775.00,92.20,2.00,1.60,1775.00,06,037,240700,6.00,0.00,1.40,2.40,1637.00,44.50,909.00,4.05,4.80,28.30,0.00,1.40,3.20,10.30,1926.00,1345.00,7.80,9.90,0.10,0.00,41.60,6367.00,119,4165,high,0.02
16,"Census Tract 2421, Los Angeles County, California",2778.00,736.00,602.00,53.00,18.20,3.77,4.34,1.20,0.00,0.00,33.30,14.20,3.40,97.80,0.00,72.60,74.40,0.00,14.00,12.00,35.20,19.00,1.30,12.20,0.00,21.50,20.40,2.70,3.10,35616.00,17.00,24.50,46.60,3.80,13507.00,23148.00,21250.00,8.80,8.80,10.70,69.60,40.00,71.60,765.00,96.20,0.00,0.00,765.00,06,037,242100,10.50,0.00,0.00,5.90,736.00,0.70,731.00,3.80,0.00,35.90,0.00,0.00,0.00,0.00,-666666666.00,530.00,9.40,4.80,0.10,0.00,46.70,2778.00,45,2218,high,0.02
17,"Census Tract 6205.01, Los Angeles County, California",6063.00,2142.00,1621.00,9.70,24.30,2.83,3.19,5.90,0.00,-666666666.00,-666666666.00,1.30,10.40,84.20,2.10,79.70,26.40,12.80,3.20,55.20,11.00,11.80,9.00,19.40,0.00,1.50,4.90,12.60,24.70,157375.00,20.60,2.00,1.50,28.60,70823.00,79815.00,73958.00,87.20,87.20,3.70,1.90,0.00,10.70,2142.00,100.00,0.00,0.00,2142.00,06,037,620501,8.40,0.00,2.00,0.90,2142.00,52.30,1022.00,2.69,2.80,18.80,0.00,0.00,0.00,66.10,3258.00,2159.00,6.30,12.20,0.90,4.40,80.40,6063.00,258,1,low,0.04
18,"Census Tract 6206.01, Los Angeles County, California",5030.00,2246.00,1453.00,8.40,35.30,2.23,2.77,3.80,0.00,0.00,0.00,2.70,10.00,87.90,0.30,69.50,30.60,7.30,8.20,63.10,6.50,6.70,5.00,15.70,0.00,2.60,6.30,14.10,14.60,115222.00,25.40,3.00,0.80,18.50,70739.00,80789.00,92778.00,84.10,84.10,4.30,3.90,0.00,47.10,2507.00,89.60,0.00,13.00,2507.00,06,037,620601,8.10,0.00,5.30,2.50,2246.00,49.40,1137.00,2.38,4.40,26.70,0.00,0.00,0.00,70.00,3151.00,1661.00,7.50,18.70,1.40,4.80,66.90,5030.00,136,4,low,0.03
19,"Census Tract 6208, Los Angeles County, California",7735.00,2775.00,2229.00,10.50,19.70,2.78,3.12,2.60,0.00,0.00,11.30,3.40,4.20,90.40,0.70,80.20,23.40,9.70,4.60,64.00,6.90,6.50,12.20,16.90,0.00,2.50,1.40,9.90,36.00,200471.00,28.40,0.40,0.40,43.30,83125.00,121838.00,93828.00,84.40,84.40,4.10,1.80,11.60,9.90,2920.00,95.00,0.00,0.00,2920.00,06,037,620800,4.50,0.00,0.90,1.20,2775.00,74.00,722.00,2.90,2.20,28.20,0.00,0.00,0.00,8.50,4001.00,2076.00,8.10,22.70,0.00,4.70,73.20,7735.00,248,1,low,0.03
20,"Census Tract 6210.01, Los Angeles County, California",4457.00,1945.00,1111.00,3.10,42.90,2.29,2.87,9.80,0.00,0.00,14.90,1.30,6.70,89.40,0.00,83.60,13.40,9.40,4.40,63.80,4.10,8.70,9.90,24.00,0.00,1.40,1.90,14.30,33.10,197455.00,27.00,2.40,1.90,45.00,77500.00,115750.00,103698.00,91.50,91.50,1.30,1.40,0.00,0.00,2031.00,95.80,0.00,3.00,2031.00,06,037,621001,29.60,1.60,6.30,5.70,1945.00,55.50,865.00,2.50,4.50,25.90,0.00,0.00,0.60,17.30,3754.00,1907.00,8.00,20.10,0.20,4.40,87.20,4457.00,92,1,low,0.02
21,"Census Tract 6700.03, Los Angeles County, California",5732.00,2264.00,1460.00,14.60,35.50,2.52,3.14,5.40,6.00,0.00,6.30,7.20,8.50,84.90,0.20,78.50,28.40,7.30,6.20,36.50,13.90,12.10,1.90,8.70,0.00,5.10,3.20,11.30,7.70,98851.00,26.00,1.40,5.90,7.70,47648.00,63182.00,49194.00,66.60,66.60,7.30,3.00,6.30,17.00,2461.00,92.00,0.00,2.30,2461.00,06,037,670003,9.70,0.00,2.00,4.60,2264.00,49.40,1146.00,2.78,4.20,37.00,4.30,0.00,0.00,62.30,2454.00,1357.00,9.60,16.30,0.00,4.20,62.60,5732.00,149,1,low,0.03
22,"Census Tract 6707.02, Los Angeles County, California",5555.00,2000.00,1550.00,2.40,22.50,2.76,3.18,2.60,0.00,0.00,0.00,1.70,5.40,95.30,0.30,84.00,22.00,9.70,1.10,62.90,8.80,8.20,18.30,10.90,0.00,0.70,0.00,8.90,50.80,239883.00,38.80,0.00,0.60,59.60,84784.00,125056.00,101500.00,88.90,88.90,1.00,0.00,0.00,0.00,2124.00,94.20,0.00,0.00,2124.00,06,037,670702,0.00,0.00,0.00,0.00,2000.00,96.30,74.00,2.77,2.10,26.70,0.00,0.70,0.00,16.60,4001.00,3501.00,3.00,30.60,0.50,6.40,83.30,5555.00,669,4,low,0.12
23,"Census Tract 7006, Los Angeles County, California",5198.00,1759.00,1290.00,8.00,26.70,2.96,3.28,9.50,0.00,0.00,63.20,3.40,5.30,95.50,1.40,63.60,47.00,3.20,5.80,55.00,11.90,8.70,17.00,20.40,0.00,6.80,1.30,8.00,45.00,302312.00,46.60,0.70,0.00,50.20,64526.00,157130.00,37052.00,82.20,82.20,2.60,5.10,0.00,45.00,2221.00,79.20,3.20,12.20,2221.00,06,037,700600,2.10,0.90,0.00,1.70,1759.00,90.30,170.00,2.88,3.10,26.20,0.00,0.00,0.00,4.20,4001.00,2411.00,2.70,30.40,0.00,5.20,94.20,5198.00,568,13,low,0.11
24,"Census Tract 7009.02, Los Angeles County, California",7519.00,3407.00,1736.00,9.70,49.00,2.21,3.19,4.20,0.00,-666666666.00,-666666666.00,1.10,6.90,81.30,5.80,62.30,46.40,3.60,4.60,63.80,5.70,5.10,7.60,16.00,1.30,8.80,9.70,13.10,17.60,124905.00,22.90,0.50,0.40,21.40,60420.00,102585.00,68750.00,78.70,78.70,6.70,12.00,0.00,56.70,3770.00,90.40,5.10,2.40,3770.00,06,037,700902,8.80,0.00,7.50,7.90,3407.00,19.70,2736.00,2.48,5.50,16.60,0.00,0.00,0.00,18.00,3723.00,2155.00,2.80,19.60,0.90,3.70,86.80,7519.00,95,242,low,0.01
25,"Census Tract 7016.01, Los Angeles County, California",4411.00,1745.00,1235.00,10.20,29.20,2.53,2.89,7.60,0.00,0.00,0.00,1.60,5.10,86.00,1.30,75.60,25.00,12.20,6.80,71.40,9.40,3.40,9.80,23.50,0.00,3.00,4.40,10.80,34.10,185904.00,25.40,1.70,1.90,41.40,62150.00,105586.00,72386.00,83.70,83.70,4.20,0.50,0.00,0.00,1894.00,92.10,0.00,0.00,1894.00,06,037,701601,2.60,1.30,1.70,0.60,1745.00,57.20,747.00,2.83,6.20,19.10,0.00,1.20,0.60,13.70,4001.00,2114.00,6.60,22.60,0.30,5.70,85.10,4411.00,122,1,low,0.03
26,"Census Tract 5770, Los Angeles County, California",7265.00,3246.00,1290.00,13.20,60.30,2.18,3.02,17.60,15.00,0.00,0.00,4.00,10.40,82.70,0.20,82.90,30.90,7.60,3.90,43.00,22.80,9.30,7.40,12.90,0.00,4.20,9.00,15.40,6.60,90217.00,10.70,3.10,6.10,14.00,41816.00,52139.00,47468.00,79.80,79.80,5.50,8.40,12.00,0.00,3338.00,97.20,0.00,3.50,3338.00,06,037,577000,11.80,0.00,5.40,7.80,3246.00,22.20,2525.00,2.11,9.80,23.80,0.00,2.10,0.00,48.80,2854.00,1377.00,6.40,7.00,1.10,2.50,64.60,7265.00,184,9,low,0.03
27,"Census Tract 5990, Los Angeles County, California",3669.00,1463.00,968.00,13.50,33.80,2.49,3.13,3.30,0.00,0.00,0.00,6.60,6.70,80.10,0.00,80.10,43.50,8.00,0.60,26.00,29.40,8.30,10.10,11.00,2.80,7.00,10.40,14.10,7.70,86267.00,21.30,1.80,11.10,11.60,32146.00,56607.00,37277.00,54.60,54.60,11.60,13.50,0.00,47.10,2287.00,64.00,3.80,9.10,2287.00,06,037,599000,8.00,0.00,6.70,11.60,1463.00,29.70,1029.00,1.97,7.60,17.00,0.00,0.00,0.00,59.00,3167.00,1423.00,4.00,18.30,0.00,0.00,81.60,3669.00,316,6,low,0.09
28,"Census Tract 1312, Los Angeles County, California",3129.00,1150.00,825.00,11.00,28.30,2.71,3.18,5.30,0.00,0.00,0.00,5.60,11.90,95.40,0.00,68.70,45.60,8.00,2.40,42.90,15.30,5.90,9.80,12.70,0.00,12.10,7.40,10.20,6.60,100986.00,29.90,1.00,4.50,7.80,36301.00,64219.00,57941.00,68.50,68.50,6.70,8.60,0.00,26.00,1211.00,95.00,0.00,10.20,1211.00,06,037,131200,10.70,0.00,2.60,10.10,1150.00,68.60,361.00,2.63,0.00,13.00,0.00,0.90,0.00,40.60,2277.00,1868.00,4.60,21.30,0.00,1.30,73.10,3129.00,112,1337,low,0.04
29,"Census Tract 1895, Los Angeles County, California",4151.00,2696.00,587.00,2.10,78.20,1.53,2.34,15.60,0.00,-666666666.00,-666666666.00,3.80,5.10,85.40,2.70,71.40,27.20,9.30,13.20,62.20,16.60,3.00,6.90,15.40,0.00,13.50,7.00,11.20,4.80,66809.00,12.80,0.60,7.00,11.60,41036.00,48824.00,50909.00,73.90,73.90,9.50,8.90,0.00,-666666666.00,2986.00,90.30,3.80,1.70,2986.00,06,037,189500,44.60,0.00,25.10,18.90,2696.00,14.10,2317.00,2.24,7.90,23.70,0.00,0.00,0.00,32.50,3052.00,1575.00,0.50,14.90,0.60,0.90,84.10,4151.00,59,2370,high,0.01
30,"Census Tract 1316, Los Angeles County, California",5270.00,1406.00,1027.00,12.10,27.00,3.73,4.49,4.70,19.00,4.60,0.00,18.40,6.90,95.80,0.20,56.60,71.80,2.50,7.40,30.50,26.30,10.50,9.80,15.00,0.30,9.30,9.00,11.10,7.50,89051.00,20.90,1.50,7.00,9.00,30883.00,51667.00,35694.00,57.00,57.00,10.40,9.10,0.00,20.30,1496.00,94.00,3.60,0.00,1496.00,06,037,131600,2.30,0.00,0.00,3.30,1406.00,66.70,468.00,3.65,3.80,27.20,0.00,0.00,0.00,46.30,2229.00,1709.00,4.50,17.30,0.20,0.60,56.70,5270.00,218,2704,high,0.04
31,"Census Tract 1327, Los Angeles County, California",5048.00,1557.00,1189.00,15.50,23.60,3.24,3.52,9.60,25.00,0.00,6.50,10.50,9.30,93.10,0.40,51.30,66.70,5.20,2.30,35.80,26.40,7.50,5.40,11.60,0.00,2.00,15.60,12.40,5.80,102372.00,23.30,1.70,11.80,7.60,26820.00,43681.00,39512.00,52.50,52.50,10.50,11.90,9.40,29.70,1606.00,96.90,2.80,0.00,1606.00,06,037,132700,18.10,0.00,6.10,6.80,1557.00,53.90,718.00,3.04,0.50,30.40,2.10,0.00,1.30,55.80,2406.00,1192.00,8.00,12.90,0.00,1.60,63.50,5048.00,131,2128,high,0.03
32,"Census Tract 1813, Los Angeles County, California",4058.00,1347.00,960.00,13.20,28.70,2.98,3.28,11.90,0.00,4.60,26.90,4.90,7.20,95.80,0.00,65.30,51.90,6.60,3.50,60.90,13.80,10.10,5.30,14.30,0.00,2.40,4.80,12.00,17.20,122357.00,33.60,0.00,1.70,20.90,42400.00,63571.00,62115.00,72.70,72.70,5.40,7.10,0.00,27.70,1415.00,95.20,0.00,1.90,1415.00,06,037,181300,0.00,0.00,0.40,1.30,1347.00,69.30,414.00,2.87,2.90,22.60,0.00,0.00,1.10,62.30,2857.00,1823.00,6.90,23.50,0.70,2.60,55.70,4058.00,143,1411,low,0.04
