boro_code,boro_name,county_fip,ntacode,ntaname,shape_area,shape_leng
5.0000000000000000000000000000000,Staten Island,085,SI07,Westerleigh,63256189.2427000000000000000000000000000,41657.4257827000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN28,Lower East Side,23297409.6619000000000000000000000000000,25466.6595939000000000000000000000000
5.0000000000000000000000000000000,Staten Island,085,SI28,Port Richmond,36419886.4529000000000000000000000000000,39040.8748590000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK19,Brighton Beach,17180138.1439000000000000000000000000000,21060.1695440000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN17,Forest Hills,57827652.5888000000000000000000000000000,36171.4726488000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN18,Rego Park,19941812.4405000000000000000000000000000,26675.1034442000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX44,Williamsbridge-Olinville,36275611.9048000000000000000000000000000,27332.4218574000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX99,park-cemetery-etc-Bronx,220837194.7720000000000000000000000000000,223421.1408910000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN20,Murray Hill-Kips Bay,14485874.9091000000000000000000000000000,24491.3108504000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN60,Kew Gardens,20492573.4679000000000000000000000000000,21440.8681819000000000000000000000000
5.0000000000000000000000000000000,Staten Island,085,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,89502323.0269000000000000000000000000000,71306.7527405000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN28,Jackson Heights,47858498.8100000000000000000000000000000,29423.5614051000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN63,Woodside,28246602.3914000000000000000000000000000,27869.3632848000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX14,East Concourse-Concourse Village,18221639.6690000000000000000000000000000,27199.9120104000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN35,Briarwood-Jamaica Hills,29377367.3291000000000000000000000000000,30029.2874647000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN70,Astoria,39336018.6556000000000000000000000000000,32534.6317906000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN62,Queensboro Hill,26541930.8752000000000000000000000000000,30690.3011755000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN50,Stuyvesant Town-Cooper Village,5582244.1622200000000000000000000000000,12021.7485912000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN06,Manhattanville,10647077.7075000000000000000000000000000,17040.6858962000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN53,Woodhaven,37034117.0901000000000000000000000000000,28046.4554316000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN49,Whitestone,69050706.4553000000000000000000000000000,61000.9293551000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK76,Greenpoint,35321995.7334000000000000000000000000000,28914.3549804000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN09,Morningside Heights,20155864.9821000000000000000000000000000,20746.0584874000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN12,Hammels-Arverne-Edgemere,61895482.1384000000000000000000000000000,83797.4820986000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN15,Far Rockaway-Bayswater,54159776.7869000000000000000000000000000,48674.1617286000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN24,SoHo-TriBeCa-Civic Center-Little Italy,25032681.6869000000000000000000000000000,26855.0316688000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK61,Crown Heights North,51620954.0741000000000000000000000000000,35632.3326868000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN27,Chinatown,14501874.2737000000000000000000000000000,20786.2550134000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX01,Claremont-Bathgate,16451870.3771000000000000000000000000000,30053.1308248999000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX06,Belmont,13559415.8020000000000000000000000000000,17117.2840090000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN35,Washington Heights North,22667408.0676000000000000000000000000000,26683.2947297000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN36,Washington Heights South,23092763.0211000000000000000000000000000,22106.0546311000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK64,Prospect Heights,10228701.0240000000000000000000000000000,15070.5629084000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX37,Van Nest-Morris Park-Westchester Square,36302330.1280000000000000000000000000000,42870.3022377000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX59,Westchester-Unionport,23945259.1328000000000000000000000000000,26557.3191414000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX34,Melrose South-Mott Haven North,17271763.8906000000000000000000000000000,19589.1962529000000000000000000000000
5.0000000000000000000000000000000,Staten Island,085,SI25,Oakwood-Oakwood Beach,55961884.0389000000000000000000000000000,44299.0324518000000000000000000000000
5.0000000000000000000000000000000,Staten Island,085,SI54,Great Kills,89606511.3154000000000000000000000000000,66106.9061582000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX39,Mott Haven-Port Morris,41898550.6399000000000000000000000000000,35603.7322506000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK30,Dyker Heights,29918736.9913000000000000000000000000000,30729.7218474000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK31,Bay Ridge,67173357.1194000000000000000000000000000,44508.4430763000000000000000000000000
5.0000000000000000000000000000000,Staten Island,085,SI05,New Springville-Bloomfield-Travis,327290184.5900000000000000000000000000000,109065.8734530000000000000000000000000
5.0000000000000000000000000000000,Staten Island,085,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,184881509.3690000000000000000000000000000,75942.0030220000000000000000000000000
5.0000000000000000000000000000000,Staten Island,085,SI14,Grasmere-Arrochar-Ft. Wadsworth,40931632.6387000000000000000000000000000,39960.9748864000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN43,Bellerose,55184295.4694000000000000000000000000000,32086.1404648000000000000000000000000
5.0000000000000000000000000000000,Staten Island,085,SI37,Stapleton-Rosebank,46426791.1615000000000000000000000000000,55229.6364233000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN44,Glen Oaks-Floral Park-New Hyde Park,45666929.0634000000000000000000000000000,33596.4629504000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN01,South Jamaica,39971928.8588000000000000000000000000000,32122.5519544000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN76,Baisley Park,44038576.6106000000000000000000000000000,31478.4378784000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN19,Turtle Bay-East Midtown,17389164.0667000000000000000000000000000,21124.0538574000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN66,Laurelton,39784922.3086000000000000000000000000000,29530.9299556000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN31,Lenox Hill-Roosevelt Island,21508615.5766000000000000000000000000000,39435.1441130000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN31,Hunters Point-Sunnyside-West Maspeth,102421622.4540000000000000000000000000000,74592.1733649000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN03,Springfield Gardens South-Brookville,43288698.0870000000000000000000000000000,45322.1652074000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN98,Airport,228198998.0460000000000000000000000000000,136232.0796580000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK83,Cypress Hills-City Line,27609818.7454000000000000000000000000000,35564.1996497000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN56,Ozone Park,25016771.4988000000000000000000000000000,24730.0690169000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK82,East New York,117023830.2320000000000000000000000000000,87941.0738607000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN57,Lindenwood-Howard Beach,64560809.0309000000000000000000000000000,79085.7072959000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK99,park-cemetery-etc-Brooklyn,225339443.2570000000000000000000000000000,385534.3186510000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN54,Richmond Hill,50978396.1357000000000000000000000000000,33792.4654413000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN61,Jamaica,47308036.6169000000000000000000000000000,43696.3650632000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,100209724.0390000000000000000000000000000,119016.7032090000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN99,park-cemetery-etc-Queens,309063798.4150000000000000000000000000000,487058.9873490000000000000000000000000
