,NAME,DP05_0001E-T Popo,DP02_0001E-T HHs,DP02_0002E-T Fam HHs,DP02_0008PE-%F-led HHs No H,DP02_0010PE-% Non-Fam HHs,DP02_0015E-Avg HH Size,DP02_0016E-Avg Fam Size,DP02_0022PE-%Non Rel in Hs,DP02_0038E-per1000-F-U-RecentPreg,DP02_0046PE-%GPwParent&Gc1-2yrs,DP02_0048PE--%GPwParent&Gc>5yrs,DP02_0060PE-%NoSchDiploma,DP02_0063PE-%AssDeg,DP02_0079PE-% SameHouse_1YrAgo,DP02_0085PE-%LivAbroad1YrAgo,DP02_0088PE-%BornUS,DP02_0112PE-HomeLangNotEng,DP02_0134PE-%IrishAnc,DP03_0009PE-%Unemploy,"DP03_0027PE-%WorkingMgt,Bus,Sc,Arts",DP03_0028PE%WorkingService,DP03_0037PE-Retail,DP03_0040PE-%Fin&Ins,"DP03_0041PE-%ProfSc,Mgt,Admin",DP03_0050PE-%UnpaidFamilyWk,DP03_0052PE-Inc<10k,DP03_0054PE-Inc15-24k,DP03_0058PE-Inc75-99k,DP03_0061PE-Inc200k>,DP03_0065E-HH-MeanEarnings,DP03_0066PE-%HHsWithSocSec,DP03_0072PE-%HH Inc with Cash public Ass,DP03_0074PE-%HH Inc with Food Stamps SNAP,DP03_0085PE-%Families Inc>200k,DP03_0092E-Median Earning Workers,DP03_0093E-Median Earnings Male FT Workers,DP03_0094E-Median Earnings Female FT Workers,DP03_0097PE-%PHI-Priv,DP03_0098PE-%PHI-Pub,DP03_0099PE-No PHI,DP03_0119PE-% Fam <Pov,DP03_0121PE-%Fam with child U18&U5 <pov,DP03_0126PE-%F-Led Families with u18 <pov,DP04_0001E-T H U,DP04_0002PE-%Occ H U,DP04_0004E-%Ow Vac Rate,DP04_0005E-%Rn Vac Rate,DP04_0006E-T HU,State,County,Tract,DP04_0013PE-%20+HU,DP04_0017PE-%Built2014+,DP04_0029PE-%2rooms_only_HU,DP04_0039PE-Zero bedrooms,DP04_0045PE-%Occup HU,DP04_0046PE-%Owner Occup HU,DP04_0048E-Owner Ave Household size,DP04_0049E-Renter Ave Household size,DP04_0051PE-%moved since 2017+,DP04_0054PE-%moved 2000 to 2009,DP04_0082PE-%Value 50-99k,DP04_0083PE-%Value 100-149k,DP04_0084PE-%Value 150-199k,DP04_0087PE-%Value 500k-1m,DP04_0101E-Med Onwer Monthly Mortgage,DP04_0134E-Median Gross Rent,DP05_0005PE-%under 5 yrs,DP05_0023PE-%62 yrs+,DP05_0058PE-% w & B or AM,DP05_0061PE-%White & Asian,DP05_0064PE-%White with others,DP05_0070PE-%H&L race,AreaLand,crimeStats,crime,Popo_Density_Per_Hector
10,"Census Tract 3406, Cook County, Illinois",1067.00,430.00,216.00,40.90,49.80,2.48,3.86,1.90,69.00,31.30,0.00,31.80,2.40,86.20,0.00,99.30,1.00,0.00,44.00,27.10,35.00,9.30,2.30,22.90,0.00,36.70,19.30,0.00,1.90,29467.00,41.90,1.40,56.50,3.70,12656.00,18889.00,-666666666.00,9.00,9.00,7.20,60.60,100.00,75.90,457.00,94.10,0.00,4.30,457.00,17,031,340600,30.40,0.00,12.70,3.30,430.00,1.20,425.00,4.20,6.30,31.60,0.00,0.00,0.00,0.00,-666666666.00,289.00,6.70,18.80,2.30,0.00,2.50,1067.00,47,140,low,0.04
11,"Census Tract 3403, Cook County, Illinois",1837.00,699.00,467.00,19.90,33.20,2.63,3.27,4.20,0.00,17.10,0.00,12.10,4.00,94.90,1.10,36.20,75.10,2.10,12.80,25.80,32.00,5.70,10.70,13.00,0.60,15.20,15.50,3.10,3.70,52792.00,50.20,3.10,26.20,3.90,21844.00,35673.00,35652.00,42.70,42.70,10.20,27.60,59.10,25.40,767.00,91.10,0.00,4.70,767.00,17,031,340300,18.30,0.00,4.20,2.00,699.00,47.50,367.00,3.01,1.70,28.60,0.00,1.50,2.40,2.70,1809.00,641.00,2.90,32.70,0.00,0.00,20.70,1837.00,21,57,low,0.01
12,"Census Tract 3510, Cook County, Illinois",3711.00,2267.00,441.00,6.30,80.50,1.64,2.95,15.70,0.00,0.00,0.00,2.00,6.20,75.50,1.00,72.50,25.00,1.90,10.70,59.10,18.90,4.20,6.40,24.00,0.00,17.80,8.10,8.60,0.80,62380.00,16.50,1.30,7.00,0.00,41593.00,54865.00,51814.00,76.40,76.40,12.60,41.70,0.00,31.40,2459.00,92.20,0.00,3.30,2459.00,17,031,351000,87.70,0.00,5.70,6.80,2267.00,9.40,2053.00,3.36,6.60,14.80,8.40,0.00,7.90,29.90,1982.00,1145.00,0.50,20.30,2.20,1.10,8.20,3711.00,82,375,high,0.02
13,"Census Tract 6606, Cook County, Illinois",5845.00,2076.00,1296.00,28.60,37.60,2.82,3.67,5.30,67.00,6.40,0.00,18.80,5.40,85.40,0.20,78.10,39.40,1.60,29.20,15.80,30.20,12.50,1.40,13.00,0.00,9.20,24.60,3.10,0.50,43030.00,25.40,11.80,37.90,0.80,25201.00,29223.00,33831.00,33.20,33.20,18.60,29.30,33.80,51.30,2455.00,84.60,3.30,6.50,2455.00,17,031,660600,2.30,0.00,1.50,2.90,2076.00,30.80,1436.00,3.81,0.50,20.90,25.30,33.10,25.20,0.00,1279.00,845.00,11.20,14.60,1.10,0.00,28.50,5845.00,65,636,high,0.01
14,"Census Tract 6701, Cook County, Illinois",944.00,385.00,206.00,27.50,46.50,2.45,3.53,4.00,0.00,0.00,23.70,15.90,13.90,89.80,0.00,92.20,13.90,0.50,25.90,19.60,42.20,4.20,1.10,20.70,0.00,15.10,24.70,0.50,0.00,41048.00,48.30,6.00,45.50,0.00,20598.00,30417.00,41023.00,32.30,32.30,18.20,28.20,0.00,29.60,586.00,65.70,22.60,9.10,586.00,17,031,670100,0.00,0.00,2.70,2.90,385.00,40.00,231.00,2.69,3.90,22.60,11.70,42.20,21.40,0.00,688.00,752.00,1.00,22.50,0.00,0.00,7.90,944.00,32,175,low,0.03
15,"Census Tract 6708, Cook County, Illinois",1263.00,538.00,260.00,30.90,51.70,2.35,3.38,8.40,99.00,18.80,0.00,14.40,5.70,74.00,0.00,97.60,2.40,0.00,18.80,22.50,24.90,11.80,7.20,11.30,0.00,15.10,30.90,4.60,0.00,49390.00,45.00,6.50,41.10,0.00,25769.00,36250.00,47321.00,27.60,27.60,14.20,31.50,-666666666.00,57.40,716.00,75.10,13.20,10.50,716.00,17,031,670800,3.10,0.00,1.50,4.90,538.00,36.60,341.00,2.66,1.10,24.00,19.80,39.60,11.70,10.20,1200.00,792.00,4.80,27.30,0.00,0.00,1.90,1263.00,32,312,high,0.03
16,"Census Tract 6711, Cook County, Illinois",1044.00,299.00,198.00,25.10,33.80,3.49,4.16,11.50,41.00,0.00,0.00,19.90,3.70,89.00,0.00,100.00,0.00,0.00,22.30,33.70,27.50,4.30,0.00,21.20,0.00,17.70,20.10,2.70,0.00,41421.00,45.20,0.70,46.50,0.00,29009.00,-666666666.00,32218.00,26.70,26.70,2.80,40.90,0.00,42.20,438.00,68.30,8.90,13.60,438.00,17,031,671100,0.00,0.00,2.30,0.00,299.00,34.10,197.00,2.41,0.00,13.40,54.90,8.80,14.70,0.00,-666666666.00,996.00,15.20,17.00,2.50,0.00,3.30,1044.00,24,186,low,0.02
17,"Census Tract 6712, Cook County, Illinois",939.00,307.00,183.00,28.30,40.40,3.06,4.04,8.10,84.00,0.00,0.00,25.00,0.00,84.30,0.00,100.00,0.00,0.00,30.40,0.00,45.30,19.10,0.00,7.20,0.00,19.90,30.00,5.50,1.60,30817.00,48.90,8.80,55.00,0.00,17452.00,33542.00,22391.00,18.00,18.00,10.60,45.90,65.00,78.90,500.00,61.40,26.10,10.50,500.00,17,031,671200,0.00,0.00,0.00,4.20,307.00,19.50,247.00,3.27,12.40,9.80,0.00,28.30,38.30,0.00,1659.00,1011.00,7.80,16.90,0.00,0.00,1.40,939.00,24,204,low,0.03
18,"Census Tract 6714, Cook County, Illinois",1394.00,482.00,329.00,33.60,31.70,2.89,3.72,1.20,0.00,100.00,0.00,18.30,7.10,98.10,0.00,97.10,3.70,0.00,45.40,27.10,19.80,16.60,7.30,6.10,0.00,11.40,32.20,1.70,0.00,39974.00,50.60,10.20,40.70,0.00,20326.00,45278.00,38287.00,31.30,31.30,5.70,37.40,-666666666.00,77.30,628.00,76.80,0.00,7.10,628.00,17,031,671400,3.30,0.00,2.50,0.00,482.00,61.80,184.00,3.05,0.60,12.70,34.20,24.50,2.30,0.00,1211.00,1185.00,3.70,22.80,0.00,0.00,3.50,1394.00,49,211,low,0.04
19,"Census Tract 6715, Cook County, Illinois",2343.00,802.00,505.00,32.90,37.00,2.91,3.87,3.40,34.00,0.00,30.00,19.70,3.90,84.30,0.00,92.10,12.30,0.00,27.90,11.70,49.60,13.80,3.80,7.90,0.00,14.10,21.80,1.60,1.10,34650.00,57.70,9.10,52.60,1.80,20357.00,38083.00,27500.00,29.10,29.10,11.60,24.60,39.00,72.70,1147.00,69.90,13.30,8.00,1147.00,17,031,671500,0.00,0.00,1.10,1.40,802.00,51.60,388.00,3.11,0.00,22.40,52.40,14.50,6.30,0.00,1316.00,864.00,6.90,24.20,4.60,0.00,10.80,2343.00,74,526,high,0.03
20,"Census Tract 6716, Cook County, Illinois",2016.00,707.00,375.00,40.00,47.00,2.70,3.95,5.00,0.00,16.30,2.30,14.50,5.60,84.10,0.00,98.90,2.10,0.80,37.50,15.60,32.60,16.70,1.90,6.10,0.00,12.40,28.60,2.40,0.00,38562.00,52.20,4.50,46.50,0.00,19800.00,21686.00,40694.00,27.00,27.00,16.10,25.90,0.00,20.50,974.00,72.60,20.40,8.90,974.00,17,031,671600,8.50,0.00,2.20,3.90,707.00,29.30,500.00,3.36,8.60,21.50,15.50,42.50,16.40,0.00,1208.00,794.00,5.50,26.30,0.00,0.00,1.90,2016.00,40,403,high,0.02
21,"Census Tract 6720, Cook County, Illinois",4064.00,1157.00,818.00,33.90,29.30,3.50,4.27,5.30,0.00,0.00,32.90,13.40,10.20,94.30,1.10,99.30,2.30,0.00,34.80,29.60,22.80,9.40,10.90,17.90,0.00,10.70,19.70,3.70,6.10,60488.00,47.30,11.80,36.10,8.70,24764.00,37115.00,38840.00,35.50,35.50,11.00,23.10,100.00,46.10,1291.00,89.60,5.90,4.70,1291.00,17,031,672000,0.00,0.00,0.00,0.00,1157.00,59.80,465.00,3.20,0.00,17.50,29.80,23.00,12.10,4.20,1281.00,1131.00,4.40,18.90,1.30,0.00,2.00,4064.00,99,469,high,0.02
22,"Census Tract 5102, Cook County, Illinois",3321.00,1112.00,791.00,29.00,28.90,2.98,3.61,4.30,60.00,0.00,21.20,10.60,9.70,90.00,1.10,87.40,31.50,0.30,17.60,31.40,24.70,5.50,3.60,11.30,0.00,7.60,13.80,13.30,1.00,45952.00,35.30,7.80,16.60,1.40,25671.00,40917.00,30472.00,58.20,58.20,7.80,24.70,100.00,45.60,1195.00,93.10,0.00,0.00,1195.00,17,031,510200,0.00,0.00,0.00,0.00,1112.00,76.90,257.00,2.99,2.00,20.70,29.90,45.50,15.80,0.00,1055.00,1198.00,5.10,18.30,0.00,0.40,30.60,3321.00,127,187,low,0.04
23,"Census Tract 5705, Cook County, Illinois",2290.00,712.00,512.00,10.30,28.10,3.22,3.86,4.90,134.00,0.00,0.00,10.20,5.70,94.50,0.00,61.60,81.80,1.40,6.80,22.70,18.30,14.60,6.20,14.80,0.00,4.90,13.50,4.50,0.00,54471.00,28.40,0.00,10.10,0.00,29660.00,32328.00,30974.00,54.00,54.00,12.80,8.80,0.00,0.00,788.00,90.40,6.50,7.50,788.00,17,031,570500,0.00,0.00,0.00,4.40,712.00,44.50,395.00,3.65,0.60,32.90,4.40,9.80,29.70,0.00,1550.00,966.00,9.00,12.80,0.00,0.00,61.90,2290.00,42,80,low,0.02
24,"Census Tract 6006, Cook County, Illinois",3125.00,1103.00,760.00,9.20,31.10,2.83,3.39,6.60,62.00,0.00,13.60,12.10,5.70,94.00,1.10,48.30,66.10,2.30,7.30,26.40,37.10,7.50,5.80,6.70,0.60,13.50,8.30,5.00,1.30,52873.00,24.30,6.30,20.50,1.80,23013.00,30911.00,23807.00,47.90,47.90,20.00,16.10,54.50,45.50,1158.00,95.30,5.40,3.20,1158.00,17,031,600600,0.00,0.00,0.00,1.00,1103.00,42.70,632.00,3.06,0.80,26.50,5.50,13.20,10.60,4.00,1903.00,865.00,3.40,17.70,0.00,0.00,39.60,3125.00,39,91,low,0.01
25,"Census Tract 6112, Cook County, Illinois",2496.00,767.00,534.00,27.00,30.40,3.10,3.67,7.90,82.00,0.00,20.80,8.30,0.70,85.70,0.40,59.10,70.80,2.40,12.30,10.30,31.60,8.50,3.40,18.50,0.00,9.90,18.80,0.00,0.00,32272.00,31.70,12.50,39.60,0.00,16179.00,25652.00,30268.00,21.40,21.40,13.90,33.30,58.70,55.30,877.00,87.50,16.60,5.60,877.00,17,031,611200,0.00,0.00,1.40,1.90,767.00,19.30,619.00,4.24,4.40,29.50,41.90,21.60,14.90,0.00,911.00,740.00,10.10,13.50,0.10,0.00,52.80,2496.00,32,216,low,0.01
26,"Census Tract 6408, Cook County, Illinois",1805.00,544.00,411.00,21.50,24.40,3.32,3.56,11.50,37.00,18.30,18.30,5.70,6.80,86.90,0.00,74.20,71.90,2.90,17.10,22.30,12.40,13.60,6.30,11.90,0.00,5.00,11.40,9.00,1.10,65737.00,28.70,0.00,18.80,1.50,30734.00,40417.00,46354.00,63.50,63.50,10.40,7.50,14.80,16.00,564.00,96.50,1.70,4.90,564.00,17,031,640800,0.00,0.00,0.70,0.00,544.00,75.20,135.00,3.30,0.70,21.90,4.20,12.50,34.70,0.00,1550.00,931.00,10.40,13.10,0.00,0.20,59.30,1805.00,32,82,low,0.02
27,"Census Tract 6709, Cook County, Illinois",1457.00,487.00,320.00,41.10,34.30,2.99,3.45,12.80,0.00,0.00,22.30,8.10,5.50,88.50,0.00,99.50,5.20,0.40,23.80,24.80,29.40,16.20,3.30,26.50,0.00,9.20,6.80,8.80,2.30,47105.00,32.00,7.60,45.40,3.40,30399.00,38315.00,43958.00,32.90,32.90,9.80,27.80,35.70,43.00,633.00,76.90,7.90,10.80,633.00,17,031,670900,0.00,0.00,0.00,0.00,487.00,57.70,206.00,2.95,3.30,32.00,63.30,12.80,9.60,0.00,889.00,987.00,9.10,14.10,1.90,0.00,9.30,1457.00,32,164,low,0.02
28,"Census Tract 6913, Cook County, Illinois",2707.00,1066.00,512.00,22.80,52.00,2.54,3.88,6.20,0.00,0.00,16.50,2.10,9.00,88.50,0.40,97.70,3.60,2.60,27.60,34.00,20.60,9.60,6.20,18.70,0.00,24.70,9.60,14.00,3.50,74162.00,40.70,4.70,33.50,4.70,31690.00,49583.00,42308.00,47.40,47.40,10.70,19.10,0.00,38.00,1211.00,88.00,0.00,3.90,1211.00,17,031,691300,6.40,0.00,0.00,6.50,1066.00,48.50,549.00,3.60,4.80,23.80,11.20,30.80,36.80,0.40,1530.00,889.00,3.50,23.20,0.50,0.00,7.60,2707.00,64,326,high,0.02
29,"Census Tract 4307, Cook County, Illinois",2474.00,1235.00,424.00,18.10,65.70,1.79,2.89,7.90,23.00,0.00,0.00,10.60,8.80,86.60,1.30,94.00,6.00,2.00,17.30,23.40,31.30,9.60,8.50,13.60,1.60,33.90,15.90,6.20,1.70,65263.00,10.90,2.20,29.90,5.00,30179.00,52978.00,26154.00,51.40,51.40,11.80,58.00,100.00,94.80,1404.00,88.00,0.00,6.20,1404.00,17,031,430700,54.90,0.00,4.80,11.40,1235.00,9.50,1118.00,1.35,4.10,20.70,33.30,32.50,5.10,0.00,1330.00,915.00,9.90,18.90,0.40,0.00,6.60,2474.00,18,168,low,0.01
30,"Census Tract 4904, Cook County, Illinois",773.00,337.00,185.00,30.30,45.10,2.29,3.27,2.10,52.00,20.70,0.00,5.70,10.20,91.80,0.00,97.00,1.50,0.00,13.70,41.80,20.20,12.00,13.00,12.80,0.00,0.00,13.60,19.90,0.00,57537.00,34.10,0.00,15.40,0.00,25536.00,22051.00,42150.00,66.00,66.00,11.30,3.20,0.00,0.00,454.00,74.20,0.00,0.00,454.00,17,031,490400,0.00,3.30,0.00,6.20,337.00,57.30,144.00,2.41,0.00,27.60,9.80,28.50,39.40,0.00,1576.00,1076.00,6.30,26.50,0.00,0.00,0.00,773.00,23,98,low,0.03
31,"Census Tract 601, Cook County, Illinois",2852.00,1234.00,535.00,5.40,56.60,2.31,2.99,19.40,40.00,-666666666.00,-666666666.00,1.30,4.70,86.80,0.20,88.10,13.30,23.90,1.40,61.10,7.70,4.90,12.90,32.40,0.00,2.20,4.10,17.70,21.20,157914.00,9.10,0.60,4.10,35.70,62179.00,64811.00,66538.00,87.90,87.90,4.80,6.70,0.00,50.90,1321.00,93.40,4.40,1.30,1321.00,17,031,060100,7.60,0.00,3.70,1.20,1234.00,45.30,675.00,2.70,2.90,16.60,1.30,0.00,0.00,18.10,2652.00,1461.00,5.90,7.30,2.20,2.80,91.70,2852.00,32,75,low,0.01
32,"Census Tract 407, Cook County, Illinois",3440.00,1564.00,790.00,5.10,49.50,2.20,2.93,10.30,0.00,0.00,0.00,4.60,4.80,85.00,0.70,85.60,19.90,15.10,2.10,51.40,15.80,11.10,12.10,21.30,0.00,5.00,5.60,17.00,10.70,102190.00,11.30,0.50,6.30,17.30,45588.00,53854.00,62857.00,81.60,81.60,6.10,1.90,6.10,0.00,1694.00,92.30,0.00,3.00,1694.00,17,031,040700,14.80,0.00,1.40,7.40,1564.00,39.00,954.00,2.12,5.30,27.70,0.00,0.00,6.90,29.00,2276.00,1349.00,9.30,10.70,0.00,6.90,90.50,3440.00,34,157,low,0.01
33,"Census Tract 409, Cook County, Illinois",1842.00,963.00,298.00,3.00,69.10,1.90,2.86,17.20,0.00,-666666666.00,-666666666.00,1.80,5.20,89.10,0.00,90.90,11.40,19.10,4.60,68.70,10.40,5.70,13.00,22.90,0.70,2.50,11.30,11.90,13.80,116700.00,11.70,0.00,0.00,35.60,50781.00,83750.00,53368.00,85.10,85.10,8.80,3.00,0.00,0.00,1147.00,84.00,6.30,11.60,1147.00,17,031,040900,24.00,3.10,7.10,15.80,963.00,38.50,592.00,2.43,5.50,25.00,0.00,0.00,2.40,40.20,2644.00,1138.00,2.30,10.00,0.00,3.10,94.00,1842.00,32,78,low,0.02
